genotype_id,family,stage,site,season,rep,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance,tree_vigor,yield_kg,fruit_length_mm,fruit_width_mm,shelf_life_days,shape_index
MNG-2021-0007,Cross_02,Seedling,Tzaneen_C,2024-2025,3,346.18,,3.0,4.46,4.0,5.0,52.41,99.48,80.58,16.48,1.23
MNG-2021-0038,Cross_12,Seedling,Tzaneen_C,2024-2025,1,393.45,12.47,6.0,2.34,7.0,7.0,86.81,96.29,68.68,15.01,1.4
MNG-2021-0038,Cross_12,Seedling,Tzaneen_C,2024-2025,2,359.74,13.05,6.0,2.89,7.0,6.0,88.46,107.28,66.1,18.24,1.62
MNG-2022-0029,Cross_05,Phase_1,Tzaneen_C,2024-2025,1,323.39,13.94,4.0,2.13,5.0,5.0,101.88,94.81,81.67,16.26,1.16
MNG-2022-0029,Cross_05,Phase_1,Tzaneen_C,2024-2025,2,341.95,14.64,4.0,3.79,5.0,5.0,75.26,115.23,78.32,12.75,1.47
MNG-2022-0029,Cross_05,Phase_1,Tzaneen_C,2024-2025,3,274.33,14.68,4.0,2.58,4.0,5.0,66.47,110.31,82.61,13.77,1.34
MNG-2022-0017,Cross_15,Phase_1,Tzaneen_C,2024-2025,1,302.18,14.27,7.0,2.6,6.0,9.0,83.39,104.81,76.83,12.96,1.36
MNG-2022-0017,Cross_15,Phase_1,Tzaneen_C,2024-2025,2,334.63,13.05,7.0,3.64,6.0,7.0,81.0,118.24,71.04,8.71,1.66
MNG-2022-0017,Cross_15,Phase_1,Tzaneen_C,2024-2025,3,336.5,15.31,6.0,2.45,7.0,9.0,93.73,110.39,67.92,11.02,1.63
MNG-2019-0036,Cross_10,Seedling,Tzaneen_C,2024-2025,1,339.31,16.48,6.0,5.17,7.0,5.0,72.47,83.9,73.63,14.76,1.14
MNG-2019-0036,Cross_10,Seedling,Tzaneen_C,2024-2025,2,356.23,16.55,4.0,6.09,8.0,5.0,64.02,91.16,74.63,16.6,1.22
MNG-2019-0036,Cross_10,Seedling,Tzaneen_C,2024-2025,3,381.03,17.3,6.0,4.21,6.0,6.0,60.76,96.24,72.19,15.21,1.33
MNG-2019-0019,Cross_15,Phase_2,Tzaneen_C,2024-2025,1,,15.36,,3.38,6.0,6.0,40.44,82.61,80.11,15.25,1.03
MNG-2019-0019,Cross_15,Phase_2,Tzaneen_C,2024-2025,2,320.1,16.31,6.0,2.99,6.0,6.0,37.56,79.85,80.23,12.61,1.0
MNG-2019-0019,Cross_15,Phase_2,Tzaneen_C,2024-2025,3,299.7,14.94,5.0,4.15,5.0,7.0,57.27,76.26,74.3,11.51,1.03
MNG-2021-0031,Cross_18,Phase_2,Tzaneen_C,2024-2025,1,348.13,16.73,4.0,4.59,6.0,5.0,29.67,86.49,77.95,12.44,1.11
MNG-2021-0031,Cross_18,Phase_2,Tzaneen_C,2024-2025,3,324.1,18.06,,3.65,6.0,6.0,54.65,96.12,73.64,13.59,1.31
MNG-2021-0030,Cross_02,Phase_1,Tzaneen_C,2024-2025,1,252.58,17.55,5.0,4.49,2.0,4.0,85.31,131.17,86.95,10.41,1.51
MNG-2021-0030,Cross_02,Phase_1,Tzaneen_C,2024-2025,2,307.53,17.35,7.0,4.3,2.0,5.0,91.07,131.88,92.02,13.13,1.43
MNG-2021-0030,Cross_02,Phase_1,Tzaneen_C,2024-2025,3,281.78,18.38,5.0,4.29,2.0,5.0,96.61,114.28,81.82,9.75,1.4
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2024-2025,1,401.85,14.74,4.0,3.87,6.0,,47.43,77.94,91.22,9.88,0.85
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2024-2025,2,396.66,13.75,5.0,4.56,5.0,4.0,44.37,92.8,72.05,8.98,1.29
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2024-2025,3,404.11,12.34,4.0,2.69,6.0,3.0,53.81,82.1,80.52,10.87,1.02
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2024-2025,1,304.05,17.49,6.0,5.45,7.0,6.0,51.48,104.49,66.44,14.66,1.57
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2024-2025,2,336.04,16.37,7.0,5.1,5.0,7.0,39.51,105.12,64.34,14.84,1.63
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2024-2025,3,289.73,15.93,7.0,4.35,6.0,6.0,17.31,108.16,63.59,12.98,1.7
MNG-2021-0033,Cross_19,Phase_1,Tzaneen_C,2024-2025,1,373.04,17.33,4.0,1.77,7.0,5.0,80.67,92.73,85.82,13.2,1.08
MNG-2021-0033,Cross_19,Phase_1,Tzaneen_C,2024-2025,2,305.33,18.3,4.0,1.24,5.0,5.0,76.8,99.29,82.27,13.76,1.21
MNG-2021-0033,Cross_19,Phase_1,Tzaneen_C,2024-2025,3,339.94,15.53,3.0,2.35,5.0,6.0,63.14,91.76,84.81,14.71,1.08
MNG-2022-0036,Cross_02,Advanced,Tzaneen_C,2024-2025,1,321.4,15.87,7.0,3.38,3.0,7.0,96.74,91.14,,,
MNG-2022-0036,Cross_02,Advanced,Tzaneen_C,2024-2025,2,294.45,14.73,7.0,2.57,3.0,6.0,82.69,99.26,69.12,13.43,1.44
MNG-2019-0015,Cross_10,Seedling,Tzaneen_C,2024-2025,1,409.11,10.95,6.0,6.93,2.0,5.0,74.27,,77.71,16.77,
MNG-2019-0015,Cross_10,Seedling,Tzaneen_C,2024-2025,2,377.92,9.32,,6.48,3.0,6.0,69.05,100.49,70.81,18.55,1.42
MNG-2020-0033,Cross_12,Seedling,Tzaneen_C,2024-2025,1,335.72,16.63,6.0,5.51,2.0,6.0,92.75,86.56,98.73,18.48,0.88
MNG-2020-0033,Cross_12,Seedling,Tzaneen_C,2024-2025,2,357.6,16.69,5.0,6.86,2.0,7.0,122.16,97.58,97.48,18.92,1.0
MNG-2022-0005,Cross_09,Advanced,Tzaneen_C,2024-2025,1,382.66,16.87,2.0,4.47,4.0,5.0,48.97,140.81,76.84,11.0,1.83
MNG-2022-0005,Cross_09,Advanced,Tzaneen_C,2024-2025,2,382.19,16.62,2.0,3.53,5.0,7.0,60.73,115.77,77.78,11.12,1.49
MNG-2022-0005,Cross_09,Advanced,Tzaneen_C,2024-2025,3,396.59,16.06,4.0,4.21,3.0,7.0,69.27,123.42,79.21,,1.56
MNG-2019-0018,Cross_04,Phase_2,Tzaneen_C,2024-2025,1,233.71,16.31,4.0,2.77,6.0,6.0,59.54,124.36,64.09,14.48,1.94
MNG-2019-0018,Cross_04,Phase_2,Tzaneen_C,2024-2025,2,277.41,17.6,4.0,1.75,5.0,5.0,73.1,105.37,64.88,13.57,1.62
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2024-2025,1,332.79,16.21,5.0,3.36,4.0,5.0,55.62,108.1,66.86,15.92,1.62
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2024-2025,2,293.04,15.42,4.0,3.46,4.0,5.0,69.09,120.3,73.26,16.82,1.64
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2024-2025,3,258.87,15.38,3.0,2.47,6.0,4.0,47.21,102.46,62.36,13.12,1.64
MNG-2018-0030,Cross_09,Phase_1,Tzaneen_C,2024-2025,1,317.75,16.57,4.0,3.27,,5.0,96.98,139.8,70.66,13.85,1.98
MNG-2018-0030,Cross_09,Phase_1,Tzaneen_C,2024-2025,2,315.32,15.57,4.0,2.22,6.0,4.0,70.38,116.79,66.82,14.48,1.75
MNG-2018-0014,Cross_16,Phase_1,Tzaneen_C,2024-2025,1,320.68,17.6,5.0,2.86,4.0,5.0,45.35,100.0,87.62,17.6,1.14
MNG-2018-0014,Cross_16,Phase_1,Tzaneen_C,2024-2025,2,309.36,18.18,5.0,,4.0,5.0,60.65,99.65,82.21,17.5,1.21
MNG-2019-0010,Cross_16,Seedling,Tzaneen_C,2024-2025,1,305.95,13.44,5.0,4.05,7.0,6.0,73.84,120.24,71.66,13.26,1.68
MNG-2019-0010,Cross_16,Seedling,Tzaneen_C,2024-2025,2,354.73,13.66,6.0,4.42,7.0,7.0,82.08,104.07,76.68,15.32,1.36
MNG-2021-0027,Cross_01,Phase_2,Tzaneen_C,2024-2025,1,301.06,17.37,4.0,3.55,4.0,4.0,101.54,116.83,89.59,18.45,1.3
MNG-2021-0027,Cross_01,Phase_2,Tzaneen_C,2024-2025,2,297.14,17.23,6.0,3.41,4.0,,98.64,123.13,103.79,18.51,1.19
MNG-2020-0031,Cross_06,Phase_2,Tzaneen_C,2024-2025,1,377.63,13.54,5.0,6.2,4.0,5.0,37.93,137.23,80.12,12.91,1.71
MNG-2019-0013,Cross_08,Seedling,Tzaneen_C,2024-2025,1,331.7,15.18,5.0,3.23,5.0,6.0,65.78,110.47,80.92,15.86,1.37
MNG-2019-0013,Cross_08,Seedling,Tzaneen_C,2024-2025,2,335.24,16.02,6.0,3.95,4.0,4.0,47.97,105.11,67.04,13.95,1.57
MNG-2019-0013,Cross_08,Seedling,Tzaneen_C,2024-2025,3,328.08,15.2,5.0,3.57,5.0,5.0,58.6,107.71,75.88,12.86,1.42
MNG-2018-0003,Cross_14,Seedling,Tzaneen_C,2024-2025,1,334.25,18.2,7.0,5.13,7.0,5.0,87.85,99.46,84.87,,1.17
MNG-2018-0003,Cross_14,Seedling,Tzaneen_C,2024-2025,2,376.01,18.74,6.0,5.11,6.0,7.0,81.4,98.67,86.01,12.35,1.15
MNG-2018-0040,Cross_13,Seedling,Tzaneen_C,2024-2025,1,294.2,14.86,6.0,5.91,6.0,6.0,69.31,110.28,82.06,18.5,1.34
MNG-2018-0040,Cross_13,Seedling,Tzaneen_C,2024-2025,2,369.44,14.75,6.0,5.21,6.0,5.0,62.1,100.97,82.06,15.91,1.23
MNG-2018-0040,Cross_13,Seedling,Tzaneen_C,2024-2025,3,393.43,15.06,7.0,5.76,6.0,6.0,72.79,102.82,85.85,15.6,1.2
MNG-2019-0002,Cross_16,Phase_1,Tzaneen_C,2024-2025,1,,16.14,6.0,4.52,,5.0,98.09,101.19,75.07,16.24,1.35
MNG-2019-0002,Cross_16,Phase_1,Tzaneen_C,2024-2025,2,,14.42,7.0,3.53,4.0,6.0,91.1,84.83,79.68,15.17,1.06
MNG-2019-0002,Cross_16,Phase_1,Tzaneen_C,2024-2025,3,310.84,15.42,6.0,3.31,4.0,5.0,86.73,102.29,76.74,17.05,1.33
MNG-2020-0012,Cross_17,Seedling,Tzaneen_C,2024-2025,1,441.68,15.46,3.0,3.75,5.0,6.0,67.99,100.21,75.17,13.41,1.33
MNG-2020-0012,Cross_17,Seedling,Tzaneen_C,2024-2025,2,390.28,12.99,4.0,3.18,5.0,5.0,59.96,86.45,70.91,15.02,1.22
MNG-2020-0012,Cross_17,Seedling,Tzaneen_C,2024-2025,3,362.82,14.13,5.0,3.86,7.0,5.0,62.0,95.5,67.51,12.78,1.41
MNG-2018-0026,Cross_13,Phase_1,Tzaneen_C,2024-2025,1,277.03,14.6,3.0,3.96,5.0,5.0,87.66,107.39,76.23,12.67,1.41
MNG-2018-0026,Cross_13,Phase_1,Tzaneen_C,2024-2025,2,234.45,13.55,4.0,3.42,5.0,6.0,51.47,106.73,72.72,10.43,1.47
MNG-2018-0033,Cross_02,Phase_1,Tzaneen_C,2024-2025,1,285.09,16.44,5.0,4.6,4.0,6.0,60.9,97.94,90.53,15.76,1.08
MNG-2018-0033,Cross_02,Phase_1,Tzaneen_C,2024-2025,3,310.5,16.0,4.0,4.79,3.0,5.0,45.33,94.84,77.58,15.28,1.22
MNG-2022-0011,Cross_03,Seedling,Tzaneen_C,2024-2025,1,400.4,11.04,5.0,5.28,6.0,6.0,63.48,116.11,85.28,14.32,1.36
MNG-2022-0011,Cross_03,Seedling,Tzaneen_C,2024-2025,2,289.27,11.9,,4.05,5.0,6.0,73.54,118.73,84.48,14.08,1.41
MNG-2022-0011,Cross_03,Seedling,Tzaneen_C,2024-2025,3,322.36,14.69,6.0,3.6,5.0,6.0,83.35,104.31,79.26,15.59,1.32
MNG-2021-0011,Cross_12,Seedling,Tzaneen_C,2024-2025,1,307.83,15.03,4.0,,5.0,4.0,81.49,100.42,74.43,13.8,1.35
MNG-2021-0011,Cross_12,Seedling,Tzaneen_C,2024-2025,2,317.93,14.08,4.0,1.4,3.0,5.0,89.51,107.82,80.31,13.55,1.34
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2024-2025,1,371.86,16.24,4.0,2.73,5.0,5.0,76.08,91.8,94.18,16.52,0.97
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2024-2025,2,396.0,15.97,2.0,5.66,4.0,4.0,66.87,93.04,84.58,16.71,1.1
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2024-2025,3,353.44,16.16,4.0,4.51,4.0,4.0,78.28,89.31,89.71,17.29,1.0
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2024-2025,1,416.2,14.93,7.0,5.09,5.0,5.0,85.43,141.12,81.97,15.88,1.72
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2024-2025,2,435.96,16.74,4.0,4.07,6.0,6.0,51.01,155.3,71.22,12.99,2.18
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2024-2025,3,422.47,13.56,5.0,5.31,5.0,5.0,50.84,138.44,89.37,15.17,1.55
MNG-2022-0021,Cross_19,Seedling,Tzaneen_C,2024-2025,1,340.98,17.61,6.0,5.75,5.0,6.0,65.51,110.99,88.88,11.77,1.25
MNG-2022-0021,Cross_19,Seedling,Tzaneen_C,2024-2025,2,293.4,14.9,7.0,4.33,4.0,8.0,75.31,111.31,92.18,14.06,1.21
MNG-2022-0021,Cross_19,Seedling,Tzaneen_C,2024-2025,3,284.02,16.81,6.0,5.11,5.0,7.0,91.76,115.92,78.75,10.97,1.47
MNG-2019-0001,Cross_04,Phase_1,Tzaneen_C,2024-2025,1,328.13,14.97,4.0,3.38,6.0,4.0,53.3,98.32,,12.03,
MNG-2019-0001,Cross_04,Phase_1,Tzaneen_C,2024-2025,2,286.15,14.49,6.0,4.01,7.0,3.0,57.66,88.46,51.44,10.26,1.72
MNG-2019-0001,Cross_04,Phase_1,Tzaneen_C,2024-2025,3,293.4,13.67,7.0,3.94,6.0,4.0,63.63,,60.58,13.9,
MNG-2018-0010,Cross_02,Advanced,Tzaneen_C,2024-2025,1,433.87,14.15,6.0,6.78,3.0,4.0,35.72,96.19,82.56,13.05,1.17
MNG-2018-0010,Cross_02,Advanced,Tzaneen_C,2024-2025,2,399.38,14.78,6.0,6.17,3.0,5.0,41.74,99.74,77.62,14.71,1.28
MNG-2018-0010,Cross_02,Advanced,Tzaneen_C,2024-2025,3,370.12,14.9,5.0,4.83,3.0,5.0,58.95,93.69,81.85,17.85,1.14
MNG-2019-0008,Cross_18,Phase_1,Tzaneen_C,2024-2025,1,347.77,17.59,7.0,4.85,5.0,6.0,98.28,94.5,77.45,13.48,1.22
MNG-2019-0008,Cross_18,Phase_1,Tzaneen_C,2024-2025,2,356.71,16.02,6.0,5.06,6.0,6.0,71.59,90.08,79.72,12.87,1.13
MNG-2019-0008,Cross_18,Phase_1,Tzaneen_C,2024-2025,3,359.84,15.74,7.0,6.38,6.0,5.0,89.93,82.77,84.0,12.76,0.99
MNG-2018-0032,Cross_05,Advanced,Tzaneen_C,2024-2025,1,362.63,12.79,6.0,3.64,7.0,4.0,59.47,136.28,84.34,14.15,1.62
MNG-2018-0032,Cross_05,Advanced,Tzaneen_C,2024-2025,2,333.48,13.45,6.0,2.84,7.0,6.0,79.3,103.95,80.47,17.18,1.29
MNG-2022-0020,Cross_11,Advanced,Tzaneen_C,2024-2025,1,276.54,14.57,7.0,4.22,4.0,6.0,97.59,135.15,74.74,14.66,1.81
MNG-2022-0020,Cross_11,Advanced,Tzaneen_C,2024-2025,2,268.61,13.81,5.0,4.75,3.0,5.0,82.13,122.76,74.58,11.24,1.65
MNG-2022-0020,Cross_11,Advanced,Tzaneen_C,2024-2025,3,262.69,14.95,6.0,4.41,5.0,6.0,90.97,122.25,86.12,12.21,1.42
MNG-2019-0031,Cross_16,Seedling,Tzaneen_C,2024-2025,1,337.39,13.5,6.0,5.29,8.0,6.0,68.52,114.87,90.16,12.64,1.27
MNG-2019-0031,Cross_16,Seedling,Tzaneen_C,2024-2025,2,361.25,14.34,6.0,6.3,7.0,6.0,68.5,103.14,88.94,15.37,1.16
MNG-2019-0031,Cross_16,Seedling,Tzaneen_C,2024-2025,3,319.62,16.71,6.0,5.66,8.0,7.0,63.36,115.82,92.81,16.88,1.25
MNG-2022-0038,Cross_03,Advanced,Tzaneen_C,2024-2025,1,383.54,17.43,3.0,3.73,5.0,5.0,99.46,124.01,89.79,13.07,1.38
MNG-2022-0038,Cross_03,Advanced,Tzaneen_C,2024-2025,2,356.15,15.89,3.0,3.07,4.0,5.0,82.86,122.78,82.11,10.97,1.5
MNG-2022-0038,Cross_03,Advanced,Tzaneen_C,2024-2025,3,368.51,16.83,2.0,3.38,4.0,6.0,83.55,,80.77,12.49,
MNG-2022-0004,Cross_09,Seedling,Tzaneen_C,2024-2025,1,317.31,12.36,5.0,6.11,2.0,7.0,47.42,94.27,62.24,10.38,1.51
MNG-2022-0004,Cross_09,Seedling,Tzaneen_C,2024-2025,2,322.52,13.2,4.0,5.37,2.0,6.0,74.0,81.62,80.71,13.59,1.01
MNG-2019-0033,Cross_10,Seedling,Tzaneen_C,2024-2025,1,368.15,16.43,4.0,5.49,3.0,4.0,49.21,98.56,85.0,12.57,1.16
MNG-2019-0033,Cross_10,Seedling,Tzaneen_C,2024-2025,2,366.89,16.82,4.0,6.0,5.0,4.0,68.8,91.04,78.98,10.84,1.15
MNG-2021-0002,Cross_14,Phase_1,Tzaneen_C,2024-2025,1,364.52,12.07,6.0,3.81,6.0,5.0,71.6,118.95,66.76,15.46,1.78
MNG-2021-0002,Cross_14,Phase_1,Tzaneen_C,2024-2025,2,367.53,11.42,5.0,3.53,6.0,,76.09,112.31,50.12,16.5,2.24
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2024-2025,1,243.69,13.54,5.0,2.39,4.0,4.0,57.41,89.89,97.64,18.73,0.92
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2024-2025,2,239.36,11.07,3.0,2.57,3.0,4.0,65.94,103.26,94.83,18.61,1.09
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2024-2025,3,241.97,12.18,5.0,3.73,5.0,3.0,47.37,91.97,95.34,16.95,0.96
MNG-2019-0025,Cross_09,Phase_1,Tzaneen_C,2024-2025,1,341.83,16.19,5.0,4.71,7.0,7.0,72.86,107.3,60.04,15.48,1.79
MNG-2019-0025,Cross_09,Phase_1,Tzaneen_C,2024-2025,2,278.45,15.22,7.0,4.69,8.0,6.0,74.11,119.51,74.32,14.42,1.61
MNG-2019-0025,Cross_09,Phase_1,Tzaneen_C,2024-2025,3,345.45,16.15,5.0,,7.0,7.0,74.24,107.5,73.12,10.06,1.47
MNG-2021-0017,Cross_13,Phase_1,Tzaneen_C,2024-2025,1,310.68,13.67,6.0,6.4,6.0,6.0,87.17,87.17,83.67,9.27,1.04
MNG-2021-0017,Cross_13,Phase_1,Tzaneen_C,2024-2025,2,289.49,16.64,5.0,6.13,5.0,6.0,84.84,96.59,73.78,10.25,1.31
MNG-2021-0017,Cross_13,Phase_1,Tzaneen_C,2024-2025,3,320.04,14.59,7.0,5.63,5.0,5.0,59.67,95.41,74.29,12.27,1.28
MNG-2020-0024,Cross_01,Seedling,Tzaneen_C,2024-2025,1,268.83,18.46,4.0,3.49,5.0,3.0,78.64,125.93,77.83,11.51,1.62
MNG-2020-0024,Cross_01,Seedling,Tzaneen_C,2024-2025,2,299.5,18.16,5.0,5.02,4.0,5.0,73.92,116.29,76.62,9.92,1.52
MNG-2020-0024,Cross_01,Seedling,Tzaneen_C,2024-2025,3,295.75,17.55,,4.27,7.0,5.0,79.5,,81.52,11.89,
MNG-2020-0009,Cross_16,Phase_2,Tzaneen_C,2024-2025,1,327.88,15.09,5.0,1.28,4.0,4.0,82.75,97.58,69.57,15.37,1.4
MNG-2020-0009,Cross_16,Phase_2,Tzaneen_C,2024-2025,2,324.46,14.23,4.0,2.06,5.0,6.0,86.0,97.53,73.15,15.11,1.33
MNG-2018-0034,Cross_12,Phase_1,Tzaneen_C,2024-2025,1,316.56,18.95,5.0,5.15,6.0,4.0,72.92,108.64,65.45,16.31,1.66
MNG-2018-0034,Cross_12,Phase_1,Tzaneen_C,2024-2025,2,336.15,17.83,5.0,3.64,7.0,4.0,72.87,115.26,78.5,16.4,1.47
MNG-2018-0034,Cross_12,Phase_1,Tzaneen_C,2024-2025,3,314.44,19.15,5.0,3.87,5.0,5.0,62.22,99.4,81.69,16.65,1.22
MNG-2018-0008,Cross_14,Seedling,Tzaneen_C,2024-2025,1,305.02,16.29,6.0,2.88,8.0,5.0,59.66,131.74,76.4,10.67,1.72
MNG-2018-0008,Cross_14,Seedling,Tzaneen_C,2024-2025,2,318.95,14.93,5.0,4.59,6.0,5.0,62.48,120.08,71.64,10.29,1.68
MNG-2018-0008,Cross_14,Seedling,Tzaneen_C,2024-2025,3,332.66,16.65,6.0,4.4,6.0,4.0,86.85,126.11,64.37,13.32,1.96
MNG-2021-0019,Cross_07,Seedling,Tzaneen_C,2024-2025,1,365.52,13.68,6.0,,5.0,6.0,64.45,82.24,96.2,15.65,0.85
MNG-2021-0019,Cross_07,Seedling,Tzaneen_C,2024-2025,2,367.28,13.84,5.0,2.26,4.0,6.0,72.06,89.68,81.38,17.41,1.1
MNG-2019-0011,Cross_16,Advanced,Tzaneen_C,2024-2025,1,296.0,13.59,3.0,1.98,5.0,6.0,36.25,103.23,91.18,15.29,1.13
MNG-2019-0011,Cross_16,Advanced,Tzaneen_C,2024-2025,2,,14.63,4.0,3.66,5.0,6.0,59.43,111.28,86.33,15.89,1.29
MNG-2019-0011,Cross_16,Advanced,Tzaneen_C,2024-2025,3,291.86,14.74,6.0,0.93,6.0,6.0,52.19,110.72,80.37,15.25,1.38
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2024-2025,1,334.24,17.25,6.0,4.4,6.0,7.0,61.61,115.84,82.26,15.65,1.41
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2024-2025,2,317.58,16.68,7.0,6.58,4.0,6.0,62.78,105.13,91.58,13.93,1.15
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2024-2025,3,279.62,17.86,6.0,6.62,3.0,6.0,55.29,121.82,82.47,11.26,1.48
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2024-2025,1,366.31,11.62,5.0,1.02,4.0,6.0,96.58,108.97,67.61,12.82,1.61
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2024-2025,2,328.01,12.72,6.0,1.15,5.0,7.0,102.26,113.81,66.94,12.35,1.7
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2024-2025,3,366.07,10.85,7.0,2.71,5.0,7.0,110.07,116.56,63.24,14.85,1.84
MNG-2019-0004,Cross_08,Phase_1,Tzaneen_C,2024-2025,1,345.13,12.23,5.0,5.15,2.0,3.0,74.12,123.0,86.59,16.05,1.42
MNG-2019-0004,Cross_08,Phase_1,Tzaneen_C,2024-2025,2,319.08,12.78,6.0,6.0,2.0,4.0,66.0,126.46,82.72,17.42,1.53
MNG-2019-0004,Cross_08,Phase_1,Tzaneen_C,2024-2025,3,318.3,12.09,6.0,7.22,1.0,4.0,55.83,121.45,88.47,15.31,1.37
MNG-2019-0035,Cross_14,Seedling,Tzaneen_C,2024-2025,1,313.72,18.12,7.0,3.91,5.0,7.0,48.44,107.7,75.85,8.42,1.42
MNG-2019-0035,Cross_14,Seedling,Tzaneen_C,2024-2025,2,,15.31,6.0,5.09,4.0,6.0,51.29,111.15,87.51,13.42,1.27
MNG-2021-0006,Cross_12,Advanced,Tzaneen_C,2024-2025,1,293.08,17.81,6.0,4.61,4.0,5.0,97.78,110.77,62.17,14.47,1.78
MNG-2021-0006,Cross_12,Advanced,Tzaneen_C,2024-2025,2,318.99,17.08,5.0,5.36,5.0,5.0,93.14,109.57,60.99,10.11,1.8
MNG-2019-0027,Cross_19,Advanced,Tzaneen_C,2024-2025,1,360.84,7.94,4.0,3.95,5.0,4.0,67.88,117.36,79.19,20.23,1.48
MNG-2019-0027,Cross_19,Advanced,Tzaneen_C,2024-2025,2,315.65,10.26,4.0,5.39,3.0,4.0,58.22,126.78,63.24,17.24,2.0
MNG-2022-0022,Cross_04,Seedling,Tzaneen_C,2024-2025,1,237.39,18.49,6.0,2.38,5.0,6.0,73.59,110.45,93.75,12.88,1.18
MNG-2022-0022,Cross_04,Seedling,Tzaneen_C,2024-2025,2,297.7,18.18,4.0,1.46,4.0,5.0,69.27,97.95,89.62,11.28,1.09
MNG-2020-0030,Cross_15,Phase_1,Tzaneen_C,2024-2025,1,361.96,18.53,6.0,0.36,5.0,5.0,48.81,94.13,92.08,10.23,1.02
MNG-2020-0030,Cross_15,Phase_1,Tzaneen_C,2024-2025,2,399.61,19.12,6.0,1.12,4.0,5.0,40.97,119.78,97.01,11.64,1.23
MNG-2021-0013,Cross_02,Elite,Tzaneen_C,2024-2025,1,297.14,14.25,5.0,4.15,6.0,5.0,63.76,109.08,101.02,11.54,1.08
MNG-2021-0013,Cross_02,Elite,Tzaneen_C,2024-2025,2,313.79,13.32,6.0,4.18,5.0,5.0,62.28,115.59,96.93,9.43,1.19
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2024-2025,1,342.38,17.86,5.0,3.69,3.0,6.0,31.41,104.29,71.72,14.86,1.45
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2024-2025,2,349.14,16.46,6.0,2.89,5.0,7.0,48.74,121.67,73.53,14.16,1.65
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2024-2025,3,372.98,18.18,5.0,2.48,,6.0,42.05,98.75,72.52,16.05,1.36
MNG-2019-0022,Cross_15,Advanced,Tzaneen_C,2024-2025,1,347.7,13.36,6.0,5.39,6.0,7.0,62.38,126.0,83.37,13.09,1.51
MNG-2019-0022,Cross_15,Advanced,Tzaneen_C,2024-2025,2,374.08,12.48,5.0,3.92,5.0,7.0,68.53,149.0,70.96,11.37,2.1
MNG-2018-0017,Cross_11,Phase_2,Tzaneen_C,2024-2025,1,387.49,16.41,5.0,4.94,7.0,7.0,83.61,109.58,81.47,11.36,1.35
MNG-2018-0017,Cross_11,Phase_2,Tzaneen_C,2024-2025,2,391.49,16.92,4.0,4.47,9.0,9.0,86.61,110.63,83.46,13.09,1.33
MNG-2021-0035,Cross_09,Seedling,Tzaneen_C,2024-2025,1,274.04,14.74,6.0,5.3,3.0,6.0,97.48,119.25,83.4,13.82,1.43
MNG-2021-0035,Cross_09,Seedling,Tzaneen_C,2024-2025,2,295.23,15.35,8.0,3.19,2.0,6.0,69.57,112.77,83.47,12.63,1.35
MNG-2020-0037,Cross_01,Seedling,Tzaneen_C,2024-2025,1,341.27,16.26,5.0,4.55,4.0,7.0,114.2,99.17,100.02,16.74,0.99
MNG-2020-0037,Cross_01,Seedling,Tzaneen_C,2024-2025,2,311.81,15.47,,5.6,4.0,4.0,107.9,96.13,98.38,12.41,0.98
MNG-2018-0022,Cross_08,Phase_2,Tzaneen_C,2024-2025,1,274.74,13.04,6.0,4.51,5.0,3.0,32.94,100.58,93.72,12.94,1.07
MNG-2018-0022,Cross_08,Phase_2,Tzaneen_C,2024-2025,2,255.11,12.52,7.0,5.48,5.0,3.0,23.99,87.41,96.67,16.48,0.9
MNG-2018-0013,Cross_15,Phase_1,Tzaneen_C,2024-2025,1,280.59,14.22,4.0,1.1,4.0,6.0,73.27,101.93,94.52,16.89,1.08
